1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
#ID	Name	SEED Name	Nickname	Host Domain	Host phylum	Host class	Host family	Host genus	Host species	Host	Systmeatic_Name	Lifestyle	Virus_NA	Virus_Order	Virus_Class	Virus_Full_Taxonomy	TaxID	Contigs	n contigs	Contigs_Len	phiLen	GC%	SEED?	Project	PMID	Google me	Notes
77048.1	Methanobacterium phage psiM2		psiM2	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriaceae	Methanobacterium		Methanobacterium	vA_M_S_psiM2	Lytic	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Methanobacterium phage psiM2.	77048	NC_001902	1	26111	26,111	46.31	2859549790	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Methanobacterium phage psiM2	
173824.1	Methanothermobacter wolfeii prophage psiM100		psiM100	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriaceae	Methanothermobacter	wolfeii	Methanothermobacter wolfeii	vA_MWo_S_psiM100	Temperate/ Prophage	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Methanothermobacter wolfeii prophage psiM100.	173824	NC_002628	1	28798	28,798	45.37	4036683452	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Methanothermobacter wolfeii prophage psiM100	
326574.3	Bacteriophage SH1		SH1	Archaea	Euryarchaeota	Halobacteria	Halobacteriaceae	Haloarcula		Haloarcula spp.	vA_H_U_SH1	Lytic	dsDNA viruses, no RNA stage		Unclassified	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; unclassified archaeal dsDNA viruses; Bacteriophage SH1.	326574	NC_007217	1	30889	30,889	68.38	227035057	the seed		http://www.google.com/search?q=Bacteriophage SH1	
222645.1	Halovirus HF1		HF1	Archaea	Euryarchaeota	Halobacteria	Unclassified Halobacteria	Halobacterium	salinarum	Halobacterium salinarum, Haloferax volcanii	vA_HSa_U_HF1		dsDNA viruses, no RNA stage		Unclassified	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; unclassified archaeal dsDNA viruses; Haloviruses; Halovirus HF1	222645	NC_004927	1	75898	75,898	55.79	3162009307	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Halovirus HF1	
33771.1	Halovirus HF2		HF2	Archaea	Euryarchaeota	Halobacteria	Unclassified Halobacteria				vA__U_HF2		dsDNA viruses, no RNA stage		Unclassified	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; unclassified archaeal dsDNA viruses; Haloviruses; Halorubrum phage HF2	33771	NC_003345	1	77670	77,670	55.85	4225007089	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Halovirus HF2	
128710.2	Salterprovirus His2 virus		His2_virus	Archaea	Euryarchaeota	Halobacteria	Halobacteriaceae	Haloarcula	hispanica	Haloarcula hispanica	vA_HHi__His2_virus		dsDNA viruses, no RNA stage			Viruses; dsDNA viruses, no RNA stage; Salterprovirus; Salterprovirus His2 virus		NC_007918	1	16067		40.37		http://www.phantome.org/		http://www.google.com/search?q=Salterprovirus His2 virus	
10661.1	Alteromonas phage PM2		PM2	Bacteria	Proteobacteria	Gammaproteobacteria 	Alteromonadaceae	Alteromonas 		Alteromonas spp.	vB_A_C_PM2		dsDNA viruses, no RNA stage		Corticoviridae	Viruses; dsDNA viruses, no RNA stage; Corticoviridae; Corticovirus; Pseudoalteromonas phage PM2.	10661	NC_000867	1	10079	10,079	42.17	938381906	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Alteromonas phage PM2	
161736.1	Bacteriophage phi-12		phi-12	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	syringae	Pseudomonas syringae	vB_PSy_C_phi-12		dsRNA viruses		Cystoviridae	Viruses; dsRNA viruses; Cystoviridae; Cystovirus; Pseudomonas phage phi12.	161736	NC_004175;NC_004174;NC_004173	3	13173	13,173	55.21	783965352	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Bacteriophage phi-12	
120086.1	Bacteriophage phi-8		phi-8	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	syringae	Pseudomonas syringae	vB_PSy_C_phi-8		dsRNA viruses		Cystoviridae	Viruses; dsRNA viruses; Cystoviridae; Cystovirus; Pseudomonas phage phi8.	120086	NC_003301;NC_003299;NC_003300	3	14984	14,984	54.5	3379830918	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Bacteriophage phi-8	
593131.2	Cystoviridae Pseudomonas phage phi2954		phi2954	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas 		Pseudomonas spp.	vB_P_C_phi2954		dsRNA viruses		Cystoviridae	Viruses; dsRNA viruses; Cystoviridae; Cystoviridae Pseudomonas phage phi2954		NC_012093	1	2578		55.9		http://www.phantome.org/		http://www.google.com/search?q=Cystoviridae Pseudomonas phage phi2954	
134554.1	Pseudomonas bacteriophage phi-13		phi-13	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas 		Pseudomonas spp.	vB_P_C_phi-13		dsRNA viruses		Cystoviridae	Viruses; dsRNA viruses; Cystoviridae; Cystovirus; Pseudomonas phage phi13.	134554	NC_004170;NC_004171;NC_004172	3	13652	13,652	57.74	561536990	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Pseudomonas bacteriophage phi-13	
10879.1	Pseudomonas phage phi-6		phi-6	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas 		Pseudomonas spp.	vB_P_C_phi-6		dsRNA viruses		Cystoviridae	Viruses; dsRNA viruses; Cystoviridae; Cystovirus; Pseudomonas phage phi-6.	10879	NC_003714;NC_003715;NC_003716	3	13385	13,385	55.82	4263813593	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Pseudomonas phage phi-6	
10876.1	Acholeplasma phage MV-L1		MV-L1	Bacteria	Tenericutes	Mollicutes	Acholeplasmataceae	Acholeplasma		Acholeplasma	vB_A_I_MV-L1		ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Plectrovirus; unclassified Plectrovirus; Acholeplasma phage MV-L1.	10876	NC_001341	1	4491	4,491	33.29	2575625839	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Acholeplasma phage MV-L1	
127511.3	Bacteriophage Vf12		Vf12	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionaceae	Vibrio	parahaemolyticus	Vibrio parahaemolyticus	vB_VPa_I_Vf12		ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; Vibrio phage Vf12.	127511	NC_005949	1	7965	7,965	45.67	1909471790	the seed		http://www.google.com/search?q=Bacteriophage Vf12	
127509.3	Bacteriophage Vf33		Vf33	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionaceae	Vibrio	parahaemolyticus	Vibrio parahaemolyticus	vB_VPa_I_Vf33		ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; Vibrio phage Vf33.	127509	NC_005948	1	7965	7,965	45.66	3161498148	the seed		http://www.google.com/search?q=Bacteriophage Vf33
127507.1	Bacteriophage VfO3K6		VfO3K6	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionaceae	Vibrio	parahaemolyticus O3:K6	Vibrio parahaemolyticus O3:K6	vB_VPa_I_VfO3K6		ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; unclassified Inovirus; Bacteriophage VfO3K6.	127507	NC_002362	1	8784	8,784	45.16	2002522282	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Bacteriophage VfO3K6
127508.1	Bacteriophage VfO4K68		VfO4K68	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionaceae	Vibrio	parahaemolyticus	Vibrio parahaemolyticus	vB_VPa_I_VfO4K68		ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; unclassified Inovirus; Bacteriophage VfO4K68.	127508	NC_002363	1	6891	6,891	47.24	4164528871	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Bacteriophage VfO4K68
180503.1	Bacteriophage VSKK		VSKK	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionaceae	Vibrio	cholerae O139	Vibrio cholerae O139	vB_VCh_I_VSKK		ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; Bacteriophage VSKK.	180503	NC_003311	1	6834	6,834	43.5	3197233453	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Bacteriophage VSKK
10869.1	Enterobacteria phage I2-2		I2-2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriaceae				vB__I_I2-2		ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; Enterobacteria phage I2-2.	10869	NC_001332	1	6744	6,744	42.72	686080827	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Enterobacteria phage I2-2
10868.1	Enterobacteria phage If1		If1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriaceae				vB__I_If1		ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; Enterobacteria phage If1.	10868	NC_001954	1	8454	8,454	43.71	466755756	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Enterobacteria phage If1
10867.1	Enterobacteria phage Ike		Ike	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriaceae				vB__I_Ike	Lytic	ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; Enterobacteria phage Ike.	10867	NC_002014	1	6883	6,883	40.55	2331488210	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Enterobacteria phage Ike
10870.1	Enterobacteria phage M13		M13	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriaceae				vB__I_M13		ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; Enterobacteria phage M13.	10870	NC_003287	1	6407	6,407	40.75	641157969	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Enterobacteria phage M13
10863.2	Inovirus Enterobacteria phage f1		f1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriaceae				vB__I_f1		ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; Inovirus Enterobacteria phage f1		AB334720	1	6407		40.94		http://www.phantome.org/		http://www.google.com/search?q=Inovirus Enterobacteria phage f1
10864.2	Inovirus Enterobacteria phage fd		fd	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriaceae				vB__I_fd		ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; Inovirus Enterobacteria phage fd		PFDCG	1	6408		40.89		http://www.phantome.org/		http://www.google.com/search?q=Inovirus Enterobacteria phage fd
384359.2	Inovirus Ralstonia phage RSM1		RSM1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiaceae	Ralstonia 		Ralstonia spp.	vB_R_I_RSM1		ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; unclassified; Inovirus; Inovirus Ralstonia phage RSM1		NC_008574	1	8999		59.92		http://www.phantome.org/		http://www.google.com/search?q=Inovirus Ralstonia phage RSM1
520962.2	Inovirus Ralstonia phage RSM3		RSM3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiaceae	Ralstonia 		Ralstonia spp.	vB_R_I_RSM3		ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; unclassified; Inovirus; Inovirus Ralstonia phage RSM3		NC_011399	1	8929		59.65		http://www.phantome.org/		http://www.google.com/search?q=Inovirus Ralstonia phage RSM3
384360.2	Inovirus Ralstonia phage RSS1		RSS1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiaceae	Ralstonia 		Ralstonia spp.	vB_R_I_RSS1		ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; unclassified; Inovirus; Inovirus Ralstonia phage RSS1		NC_008575	1	6662		62.61		http://www.phantome.org/		http://www.google.com/search?q=Inovirus Ralstonia phage RSS1
189836.1	Propionibacterium phage phiB5		phiB5	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriaceae	Propionibacterium 		Propionibacterium spp.	vB_P_I_phiB5		ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; unclassified Inovirus; Propionibacterium phage B5.	189836	NC_003460	1	5804	5,804	64.28	1824407477	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Propionibacterium phage phiB5
10871.1	Pseudomonas phage Pf1		Pf1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas 		Pseudomonas spp.	vB_P_I_Pf1		ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; Pseudomonas phage Pf1.	10871	NC_001331	1	7349	7,349	61.49	708672446	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Pseudomonas phage Pf1
10872.1	Pseudomonas phage Pf3		Pf3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas 		Pseudomonas spp.	vB_P_I_Pf3	Lytic	ssDNA viruses		Inoviridae	Viruses; ssDNA viruses; Inoviridae; Inovirus; Pseudomonas phage Pf3.	10872	NC_001418	1	5833	5,833	45.36	4158181970	Parsed NCBI Reference Sequences		http://www.google.com/search?q=Pseudomonas phage Pf3
